Serial Number,ESN,Static IP Address,Location ID,Model ,Connection Status,Last Connected Timestamp,Confirm Connection 4/24,Username
642786,F6158C20,10.56.52.145,,Systech 7310,Active,No connections in last 3 months,NO,3123887830@uscc.net
642852,F6158C39,10.56.52.153,TD233358,Systech 7310,Active,No connections in last 3 months,NO,3123887862@uscc.net
642821,F6158C49,10.56.52.154,TD230184,Systech 7310,Active,No connections in last 3 months,NO,3123887863@uscc.net
642856,F6158DB3,10.56.56.9,,Systech 7310,Active,No connections in last 3 months,NO,3123887784@uscc.net
642913,F6158DC1,10.56.52.144,TD230266,Systech 7310,Active,1/28/2018 10:52,NO,3123887829@uscc.net
642854,F6158DBE,10.56.52.147,TD230014,Systech 7310,Active,No connections in last 3 months,NO,3123887832@uscc.net
642838,F6158DE2,10.56.52.161,TD230223,Systech 7310,Active,No connections in last 3 months,NO,3123887902@uscc.net
642917,F6158DDC,10.56.52.162,,Systech 7310,Active,No connections in last 3 months,NO,3123887904@uscc.net
643195,F615B992,10.56.54.105,,Systech 7310,Active,No connections in last 3 months,NO,3125466002@uscc.net
643214,F615B96E,10.56.53.213,TD229641,Systech 7310,Active,No connections in last 3 months,NO,3125465953@uscc.net
643203,F615B982,10.56.54.217,,Systech 7310,Active,No connections in last 3 months,NO,3125465919@uscc.net
643223,F615B97D,10.56.54.218,,Systech 7310,Active,2/2/2018 17:18,NO,3125465904@uscc.net
643234,F615B97C,10.56.54.107,,Systech 7310,Active,No connections in last 3 months,NO,3125465878@uscc.net
643413,F615B9BF,10.56.54.60,TD239940,Systech 7310,Active,No connections in last 3 months,NO,3125465772@uscc.net
643225,F615B9A6,10.56.54.220,,Systech 7310,Active,No connections in last 3 months,NO,3125465744@uscc.net
643220,F615B9B4,10.56.54.221,,Systech 7310,Active,No connections in last 3 months,NO,3125465741@uscc.net
643196,F615B9BA,10.56.54.222,,Systech 7310,Active,No connections in last 3 months,NO,3125465714@uscc.net
643159,F615BAF0,10.56.54.223,,Systech 7310,Active,No connections in last 3 months,NO,3125465678@uscc.net
643162,F615BCC7,10.56.54.108,,Systech 7310,Active,No connections in last 3 months,NO,3122175194@uscc.net
643163,F615BCBD,10.56.54.74,TD239902,Systech 7310,Active,No connections in last 3 months,NO,3128540930@uscc.net
643449,F615BD26,10.56.56.35,,Systech 7310,Active,No connections in last 3 months,NO,3122178803@uscc.net
643169,F615BA70,10.56.54.224,,Systech 7310,Active,No connections in last 3 months,NO,3122176541@uscc.net
643447,F615BAAD,10.56.54.247,,Systech 7310,Active,No connections in last 3 months,NO,3122176914@uscc.net
643170,F615BAF1,10.56.54.75,,Systech 7310,Active,No connections in last 3 months,NO,3122171455@uscc.net
643275,F615BAFD,10.56.54.84,,Systech 7310,Active,No connections in last 3 months,NO,3122171471@uscc.net
643355,F615BCAF,10.56.54.239,,Systech 7310,Active,2/21/2018 16:03,NO,3122171806@uscc.net
643284,F615BCAE,10.56.54.85,,Systech 7310,Active,No connections in last 3 months,NO,3125465450@uscc.net
643288,F615BCF2,10.56.54.87,,Systech 7310,Active,No connections in last 3 months,NO,3125465416@uscc.net
643277,F615BD1F,10.56.54.88,,Systech 7310,Active,No connections in last 3 months,NO,3123885482@uscc.net
643414,F615BD10,10.56.54.208,,Systech 7310,Active,No connections in last 3 months,NO,3123885649@uscc.net
643269,F615BD1E,10.56.56.53,,Systech 7310,Active,No connections in last 3 months,NO,3123885651@uscc.net
643386,F615BD25,10.56.54.177,,Systech 7310,Active,No connections in last 3 months,NO,3123885730@uscc.net
643287,F615BD1C,10.56.54.112,,Systech 7310,Active,No connections in last 3 months,NO,3123885745@uscc.net
643550,F615BA87,10.56.54.97,,Systech 7310,Active,No connections in last 3 months,NO,3122179225@uscc.net
643505,F615BAA5,10.56.56.14,,Systech 7310,Active,2/7/2018 3:05,NO,3122179434@uscc.net
643521,F615BAAF,10.56.54.196,,Systech 7310,Active,No connections in last 3 months,NO,3125465299@uscc.net
643542,F615BAC7,10.56.56.15,,Systech 7310,Active,No connections in last 3 months,NO,3125465286@uscc.net
643515,F615BAC6,10.56.54.210,,Systech 7310,Active,No connections in last 3 months,NO,3125465285@uscc.net
643523,F615BAC2,10.56.54.197,,Systech 7310,Active,2/20/2018 17:28,NO,3125465279@uscc.net
643525,F615BAC9,10.56.54.198,,Systech 7310,Active,3/8/2018 5:06,NO,3125465275@uscc.net
643404,F615BAC1,10.56.54.64,,Systech 7310,Active,No connections in last 3 months,NO,3125465262@uscc.net
643518,F615BAE3,10.56.54.65,,Systech 7310,Active,No connections in last 3 months,NO,3125465143@uscc.net
643434,F615C349,10.56.54.211,,Systech 7310,Active,No connections in last 3 months,NO,3124371087@uscc.net
605987,F615C244,10.56.54.156,,Systech 7310,Active,No connections in last 3 months,NO,3124371292@uscc.net
606184,F615C252,10.56.53.198,,Systech 7310,Active,No connections in last 3 months,NO,3124371297@uscc.net
606336,F615C257,10.56.54.121,,Systech 7310,Active,No connections in last 3 months,NO,3124371303@uscc.net
606346,F615C363,10.56.54.231,,Systech 7310,Active,No connections in last 3 months,NO,3124371326@uscc.net
606337,F615C362,10.56.54.122,,Systech 7310,Active,No connections in last 3 months,NO,3124371357@uscc.net
606308,F615C37B,10.56.54.157,,Systech 7310,Active,No connections in last 3 months,NO,3124371358@uscc.net
606341,F615C365,10.56.54.232,,Systech 7310,Active,No connections in last 3 months,NO,3124371362@uscc.net
606366,F615C3A4,10.56.54.234,,Systech 7310,Active,No connections in last 3 months,NO,3124371392@uscc.net
606292,F615C3BB,10.56.54.125,,Systech 7310,Active,No connections in last 3 months,NO,3124371412@uscc.net
606339,F615C39D,10.56.80.41,,Systech 7310,Active,No connections in last 3 months,NO,3124371413@uscc.net
606033,F615C256,10.56.54.33,,Systech 7310,Active,No connections in last 3 months,NO,3128542218@uscc.net
605978,F615C2D5,10.56.54.158,,Systech 7310,Active,No connections in last 3 months,NO,3128541651@uscc.net
606024,F615C355,10.56.54.131,,Systech 7310,Active,No connections in last 3 months,NO,3125464922@uscc.net
606328,F615C342,10.56.54.236,,Systech 7310,Active,No connections in last 3 months,NO,3125464884@uscc.net
606116,F615C34A,10.56.53.211,,Systech 7310,Active,3/6/2018 2:59,NO,3125464882@uscc.net
606041,F615C322,10.56.53.210,,Systech 7310,Active,No connections in last 3 months,NO,3125464873@uscc.net
606036,F615C332,10.56.53.173,TD229482,Systech 7310,Active,No connections in last 3 months,NO,3124370665@uscc.net
605985,F615C34D,10.56.53.208,,Systech 7310,Active,No connections in last 3 months,NO,3125464845@uscc.net
606020,F615C313,10.56.53.206,TD237755,Systech 7310,Active,No connections in last 3 months,NO,3125464816@uscc.net
606194,F615C30A,10.56.2.64,,Systech 7310,Active,No connections in last 3 months,NO,6462410806@tsp17.sprintpcs.com
606026,F615C303,10.56.54.132,,Systech 7310,Active,No connections in last 3 months,NO,3125464780@uscc.net
606043,F615C32D,10.56.53.174,,Systech 7310,Active,No connections in last 3 months,NO,3124370718@uscc.net
606126,F615C32C,10.56.53.176,CI013593,Systech 7310,Active,No connections in last 3 months,NO,3124370750@uscc.net
606028,F615C329,10.56.54.133,,Systech 7310,Active,No connections in last 3 months,NO,3124370758@uscc.net
606052,F615C311,10.56.54.237,,Systech 7310,Active,No connections in last 3 months,NO,3124370780@uscc.net
606106,F615B70B,10.56.53.181,,Systech 7310,Active,No connections in last 3 months,NO,3124370826@uscc.net
606155,F615B775,10.56.56.39,,Systech 7310,Active,No connections in last 3 months,NO,3124370839@uscc.net
606261,F615B7A5,10.56.54.134,,Systech 7310,Active,No connections in last 3 months,NO,3124370849@uscc.net
605956,F615B79B,10.56.53.183,,Systech 7310,Active,No connections in last 3 months,NO,3124370851@uscc.net
606222,F615B779,10.56.54.160,,Systech 7310,Active,No connections in last 3 months,NO,3124370856@uscc.net
606143,F615B790,10.56.53.186,,Systech 7310,Active,No connections in last 3 months,NO,3124370864@uscc.net
605984,F615B794,10.56.57.231,,Systech 7310,Active,No connections in last 3 months,NO,6462429777@tsp18.sprintpcs.com
606146,F615B78E,10.56.53.189,,Systech 7310,Active,No connections in last 3 months,NO,3124370893@uscc.net
606105,F615B7B2,10.56.53.191,,Systech 7310,Active,No connections in last 3 months,NO,3124370960@uscc.net
606050,F615B7C4,10.56.54.137,,Systech 7310,Active,No connections in last 3 months,NO,3124370976@uscc.net
643345,F615BA51,10.56.56.21,,Systech 7310,Active,No connections in last 3 months,NO,3124370984@uscc.net
643341,F615BA45,10.56.56.43,TD239175,Systech 7310,Active,No connections in last 3 months,NO,3123889489@uscc.net
643342,F615BA60,10.56.56.45,,Systech 7310,Active,No connections in last 3 months,NO,3123889526@uscc.net
643321,F615BC52,10.56.56.46,,Systech 7310,Active,No connections in last 3 months,NO,3123889543@uscc.net
643322,F615BD31,10.56.54.213,,Systech 7310,Active,No connections in last 3 months,NO,3123889564@uscc.net
643586,F615BD3F,10.56.56.1,,Systech 7310,Active,No connections in last 3 months,NO,3123889569@uscc.net
643431,F615C288,10.56.54.68,TD239938,Systech 7310,Active,2/28/2018 6:06,NO,3123889570@uscc.net
643418,F615C25E,10.56.54.100,,Systech 7310,Active,No connections in last 3 months,NO,3123889577@uscc.net
643173,F615C277,10.56.54.225,,Systech 7310,Active,No connections in last 3 months,NO,3123889584@uscc.net
643478,F615C21A,10.56.56.2,,Systech 7310,Active,No connections in last 3 months,NO,3123889598@uscc.net
643695,F615C29A,10.56.54.214,,Systech 7310,Active,No connections in last 3 months,NO,3123889604@uscc.net
643653,F615C25C,10.56.56.24,,Systech 7310,Active,No connections in last 3 months,NO,3123889608@uscc.net
643433,F615C27B,10.56.54.69,,Systech 7310,Active,No connections in last 3 months,NO,3123889645@uscc.net
643174,F615C292,10.56.54.226,,Systech 7310,Active,No connections in last 3 months,NO,3123889652@uscc.net
643618,F615C1DA,10.56.54.78,,Systech 7310,Active,3/7/2018 14:03,NO,3123889659@uscc.net
643692,F615C1EF,10.56.54.243,,Systech 7310,Active,No connections in last 3 months,NO,3123889681@uscc.net
643694,F615C27F,10.56.54.178,,Systech 7310,Active,No connections in last 3 months,NO,3123889702@uscc.net
643624,F615C28A,10.56.54.116,,Systech 7310,Active,No connections in last 3 months,NO,3123889708@uscc.net
643690,F615C293,10.56.54.244,,Systech 7310,Active,No connections in last 3 months,NO,3123889709@uscc.net
643488,F615C212,10.56.54.104,,Systech 7310,Active,No connections in last 3 months,NO,3123889715@uscc.net
643490,F615C20F,10.56.56.4,,Systech 7310,Active,No connections in last 3 months,NO,3123889716@uscc.net
606256,F615BCED,10.56.54.139,,Systech 7310,Active,No connections in last 3 months,NO,3123889737@uscc.net
643686,F615C233,10.56.54.245,,Systech 7310,Active,1/24/2018 14:35,NO,3123889748@uscc.net
605990,F615C22A,10.56.54.164,,Systech 7310,Active,12/9/2017 9:39,NO,3123889756@uscc.net
606191,F615C21E,10.56.53.165,,Systech 7310,Active,No connections in last 3 months,NO,3123889757@uscc.net
605954,F615C239,10.56.54.186,,Systech 7310,Active,No connections in last 3 months,NO,3123889761@uscc.net
606073,F615C22F,10.56.53.166,,Systech 7310,Active,No connections in last 3 months,NO,3123889766@uscc.net
606096,F615C1D5,10.56.53.169,,Systech 7310,Active,No connections in last 3 months,NO,3123889790@uscc.net
606164,F615C1FD,10.56.54.187,,Systech 7310,Active,No connections in last 3 months,NO,3123889793@uscc.net
606017,F615C1F5,10.56.54.38,TD230302,Systech 7310,Active,No connections in last 3 months,NO,3125464671@uscc.net
606131,F615C1FA,10.56.54.188,,Systech 7310,Active,No connections in last 3 months,NO,3125464663@uscc.net
606010,F615C21D,10.56.53.204,,Systech 7310,Active,No connections in last 3 months,NO,3125464654@uscc.net
606205,F615C2BB,10.56.54.190,,Systech 7310,Active,No connections in last 3 months,NO,3125464587@uscc.net
606066,F615C4A3,10.56.52.196,TD228322,Systech 7310,Active,No connections in last 3 months,NO,3123889680@uscc.net
608311,F615D64B,10.56.56.235,,Systech 7310,Active,No connections in last 3 months,NO,3124370749@uscc.net
608268,F615D640,10.56.56.143,,Systech 7310,Active,No connections in last 3 months,NO,3125463466@uscc.net
608267,F615D632,10.56.58.17,,Systech 7310,Active,No connections in last 3 months,NO,3122173467@uscc.net
608303,F615D676,10.56.56.228,,Systech 7310,Active,No connections in last 3 months,NO,3123885185@uscc.net
608233,F615D63E,10.56.57.26,,Systech 7310,Active,No connections in last 3 months,NO,3123885948@uscc.net
608252,F615D67E,10.56.58.8,,Systech 7310,Active,No connections in last 3 months,NO,3125463410@uscc.net
608294,F615D68C,10.56.56.207,,Systech 7310,Active,No connections in last 3 months,NO,3125463386@uscc.net
608320,F615D679,10.56.56.227,,Systech 7310,Active,No connections in last 3 months,NO,3122179236@uscc.net
608270,F615D685,10.56.58.27,,Systech 7310,Active,No connections in last 3 months,NO,3122179309@uscc.net
608080,F615D8BA,10.56.56.129,,Systech 7310,Active,No connections in last 3 months,NO,3125463372@uscc.net
608070,F615D6A9,10.56.57.25,,Systech 7310,Active,No connections in last 3 months,NO,3125463219@uscc.net
608056,F615D6A7,10.56.58.11,,Systech 7310,Active,No connections in last 3 months,NO,3125463180@uscc.net
608041,F615D68D,10.56.56.185,,Systech 7310,Active,No connections in last 3 months,NO,3125463153@uscc.net
608142,F615D6AF,10.56.58.2,,Systech 7310,Active,No connections in last 3 months,NO,3125463146@uscc.net
608059,F615D692,10.56.57.11,,Systech 7310,Active,No connections in last 3 months,NO,3125463141@uscc.net
612444,F615D6AC,10.56.57.8,,Systech 7310,Active,No connections in last 3 months,NO,3125463085@uscc.net
608081,F615D6D4,10.56.56.169,,Systech 7310,Active,No connections in last 3 months,NO,3125463040@uscc.net
608021,F615D6B3,10.56.56.200,,Systech 7310,Active,No connections in last 3 months,NO,3125463019@uscc.net
608087,F615D6D6,10.56.56.249,,Systech 7310,Active,No connections in last 3 months,NO,3125463017@uscc.net
608061,F615D6E6,10.56.57.149,,Systech 7310,Active,No connections in last 3 months,NO,3123889696@uscc.net
608048,F615D6CD,10.56.56.147,,Systech 7310,Active,No connections in last 3 months,NO,3125462989@uscc.net
608043,F615D6CF,10.56.57.20,,Systech 7310,Active,2/1/2018 6:50,NO,3125462984@uscc.net
608012,F615D6D1,10.56.56.240,,Systech 7310,Active,No connections in last 3 months,NO,3125462977@uscc.net
608071,F615D8BB,10.56.56.236,,Systech 7310,Active,No connections in last 3 months,NO,3125462949@uscc.net
608327,F615D84B,10.56.56.128,,Systech 7310,Active,No connections in last 3 months,NO,3125462866@uscc.net
607771,F615D85A,10.56.56.142,,Systech 7310,Active,No connections in last 3 months,NO,3125462864@uscc.net
607731,F615D84C,10.56.56.175,,Systech 7310,Active,No connections in last 3 months,NO,3125462861@uscc.net
607767,F615D854,10.56.56.163,,Systech 7310,Active,No connections in last 3 months,NO,3125462758@uscc.net
607764,F615D73C,10.56.56.106,,Systech 7310,Active,No connections in last 3 months,NO,3124374013@uscc.net
607718,F615D756,10.56.56.136,,Systech 7310,Active,No connections in last 3 months,NO,3124374016@uscc.net
608330,F615D743,10.56.56.120,,Systech 7310,Active,No connections in last 3 months,NO,3124374023@uscc.net
607770,F615D827,10.56.56.196,,Systech 7310,Active,No connections in last 3 months,NO,3124374038@uscc.net
607723,F615D82B,10.56.56.171,,Systech 7310,Active,No connections in last 3 months,NO,3124374062@uscc.net
607744,F615D862,10.56.56.146,,Systech 7310,Active,No connections in last 3 months,NO,3124374101@uscc.net
608105,F615D41E,10.56.56.245,,Systech 7310,Active,No connections in last 3 months,NO,3124374123@uscc.net
607947,F615D41D,10.56.56.139,,Systech 7310,Active,No connections in last 3 months,NO,3124374124@uscc.net
608115,F615D426,10.56.58.32,,Systech 7310,Active,No connections in last 3 months,NO,3124374142@uscc.net
608209,F615D439,10.56.57.24,,Systech 7310,Active,No connections in last 3 months,NO,3124374147@uscc.net
608138,F615D729,10.56.56.148,,Systech 7310,Active,No connections in last 3 months,NO,3124374151@uscc.net
612431,F615D712,10.56.57.6,,Systech 7310,Active,No connections in last 3 months,NO,3124374153@uscc.net
608120,F615D71D,10.56.56.127,,Systech 7310,Active,No connections in last 3 months,NO,3124374155@uscc.net
608154,F615D6FB,10.56.56.123,,Systech 7310,Active,No connections in last 3 months,NO,3124374175@uscc.net
608139,F615D70F,10.56.56.250,,Systech 7310,Active,No connections in last 3 months,NO,3124371464@uscc.net
608107,F615D723,10.56.58.5,,Systech 7310,Active,No connections in last 3 months,NO,3124371487@uscc.net
607958,F615D735,10.56.56.141,,Systech 7310,Active,No connections in last 3 months,NO,3124371488@uscc.net
608137,F615D738,10.56.56.125,,Systech 7310,Active,No connections in last 3 months,NO,3124371507@uscc.net
607810,F615D421,10.56.57.12,,Systech 7310,Active,No connections in last 3 months,NO,3124371528@uscc.net
607831,F615D45F,10.56.58.26,,Systech 7310,Active,No connections in last 3 months,NO,3124371537@uscc.net
608331,F615D498,10.56.56.165,,Systech 7310,Active,No connections in last 3 months,NO,3124371557@uscc.net
607813,F615D473,10.56.56.212,,Systech 7310,Active,3/8/2018 7:08,NO,3124371562@uscc.net
607786,F615D478,10.56.56.164,,Systech 7310,Active,No connections in last 3 months,NO,3124371565@uscc.net
607864,F615D7C9,10.56.56.133,,Systech 7310,Active,No connections in last 3 months,NO,3124371573@uscc.net
607859,F615D7C1,10.56.56.140,,Systech 7310,Active,1/31/2018 11:29,NO,3124371577@uscc.net
607824,F615D7BE,10.56.57.17,,Systech 7310,Active,No connections in last 3 months,NO,3124371585@uscc.net
607853,F615D7D2,10.56.57.31,,Systech 7310,Active,3/8/2018 4:45,NO,3124371595@uscc.net
607867,F615D7D0,10.56.56.226,,Systech 7310,Active,No connections in last 3 months,NO,3124371609@uscc.net
607865,F615D7DF,10.56.56.135,,Systech 7310,Active,No connections in last 3 months,NO,3124371619@uscc.net
607803,F615D7D7,10.56.56.208,,Systech 7310,Active,2/27/2018 17:03,NO,3124371621@uscc.net
607804,F615D7DB,10.56.56.206,,Systech 7310,Active,No connections in last 3 months,NO,3124371627@uscc.net
607835,F615D7EC,10.56.57.19,,Systech 7310,Active,No connections in last 3 months,NO,3124371634@uscc.net
607791,F615D7E4,10.56.57.14,,Systech 7310,Active,No connections in last 3 months,NO,3124371644@uscc.net
607906,F615D801,10.56.56.162,,Systech 7310,Active,No connections in last 3 months,NO,3124371645@uscc.net
608170,F615D3CD,10.56.56.219,,Systech 7310,Active,No connections in last 3 months,NO,3124371673@uscc.net
612474,F615D3D5,10.56.56.155,,Systech 7310,Active,No connections in last 3 months,NO,3124371679@uscc.net
608167,F615D3DA,10.56.58.3,,Systech 7310,Active,No connections in last 3 months,NO,3124371682@uscc.net
608183,F615D3C7,10.56.57.2,,Systech 7310,Active,No connections in last 3 months,NO,3124371688@uscc.net
608168,F615D3D4,10.56.56.242,,Systech 7310,Active,3/2/2018 13:52,NO,3124371704@uscc.net
608337,F615D40A,10.56.56.217,,Systech 7310,Active,No connections in last 3 months,NO,3124371715@uscc.net
608161,F615D3EC,10.56.56.118,,Systech 7310,Active,No connections in last 3 months,NO,3124371728@uscc.net
612452,F615D3F4,10.56.56.243,,Systech 7310,Active,No connections in last 3 months,NO,3124371734@uscc.net
608199,F615D3FC,10.56.56.188,,Systech 7310,Active,No connections in last 3 months,NO,3124371743@uscc.net
612446,F615D407,10.56.57.5,,Systech 7310,Active,No connections in last 3 months,NO,3124371758@uscc.net
612475,F615D794,10.56.56.159,,Systech 7310,Active,No connections in last 3 months,NO,3124371763@uscc.net
608174,F615D80B,10.56.56.233,,Systech 7310,Active,No connections in last 3 months,NO,3124371768@uscc.net
608184,F615D7FB,10.56.57.4,,Systech 7310,Active,No connections in last 3 months,NO,3124371769@uscc.net
608187,F615D804,10.56.56.190,,Systech 7310,Active,No connections in last 3 months,NO,3124371779@uscc.net
612454,F615D80D,10.56.56.252,,Systech 7310,Active,No connections in last 3 months,NO,3124371785@uscc.net
608166,F615D814,10.56.56.238,,Systech 7310,Active,No connections in last 3 months,NO,3124371793@uscc.net
612472,F615D812,10.56.56.183,,Systech 7310,Active,1/9/2018 9:03,NO,3124371794@uscc.net
608341,F615D816,10.56.56.253,,Systech 7310,Active,No connections in last 3 months,NO,3124371795@uscc.net
607629,F615D890,10.56.56.221,,Systech 7310,Active,No connections in last 3 months,NO,3124371929@uscc.net
607598,F615D886,10.56.56.211,,Systech 7310,Active,No connections in last 3 months,NO,3124371939@uscc.net
607436,F615D37E,10.56.58.38,,Systech 7310,Active,No connections in last 3 months,NO,3125462080@uscc.net
607438,F615D399,10.56.56.18,,Systech 7310,Active,No connections in last 3 months,NO,3125461948@uscc.net
607472,F615D769,10.56.56.110,,Systech 7310,Active,No connections in last 3 months,NO,3125461827@uscc.net
608009,F615D775,10.56.56.138,,Systech 7310,Active,No connections in last 3 months,NO,3125461694@uscc.net
607913,F615D766,10.56.56.161,,Systech 7310,Active,No connections in last 3 months,NO,3125461639@uscc.net
607905,F615D759,10.56.56.107,,Systech 7310,Active,No connections in last 3 months,NO,3125461614@uscc.net
607933,F615D76E,10.56.56.160,,Systech 7310,Active,No connections in last 3 months,NO,3125461612@uscc.net
608004,F615D771,10.56.56.105,,Systech 7310,Active,No connections in last 3 months,NO,3125461566@uscc.net
607894,F615DBA0,10.56.56.239,,Systech 7310,Active,No connections in last 3 months,NO,3125461525@uscc.net
607890,F615DACF,10.56.56.131,,Systech 7310,Active,No connections in last 3 months,NO,3125461524@uscc.net
607932,F615DB0B,10.56.56.157,,Systech 7310,Active,No connections in last 3 months,NO,3125461511@uscc.net
607884,F615DB84,10.56.56.158,,Systech 7310,Active,No connections in last 3 months,NO,3125461475@uscc.net
607999,F615DB14,10.56.56.202,,Systech 7310,Active,2/22/2018 10:43,NO,3125461460@uscc.net
607882,F615DB1F,10.56.56.203,,Systech 7310,Active,No connections in last 3 months,NO,3122177938@uscc.net
607918,F615DB7A,10.56.56.244,,Systech 7310,Active,No connections in last 3 months,NO,3123880017@uscc.net
607997,F615DB7E,10.56.56.180,,Systech 7310,Active,No connections in last 3 months,NO,3123889442@uscc.net
607919,F615DB88,10.56.57.32,,Systech 7310,Active,No connections in last 3 months,NO,3123884267@uscc.net
613811,F615C2A4,10.56.57.135,,Systech 7310,Active,No connections in last 3 months,NO,3124374743@uscc.net
613795,F615C2A2,10.56.57.167,,Systech 7310,Active,No connections in last 3 months,NO,3124374745@uscc.net
613794,F615C29F,10.56.57.165,,Systech 7310,Active,No connections in last 3 months,NO,3124374746@uscc.net
613732,F615C2F8,10.56.57.86,,Systech 7310,Active,No connections in last 3 months,NO,3124374749@uscc.net
613773,F615C6F2,10.56.57.181,,Systech 7310,Active,No connections in last 3 months,NO,3124374752@uscc.net
613782,F615C708,10.56.57.34,,Systech 7310,Active,No connections in last 3 months,NO,3124374756@uscc.net
613737,F615C87E,10.56.57.183,,Systech 7310,Active,No connections in last 3 months,NO,3124374767@uscc.net
613716,F615C897,10.56.57.85,,Systech 7310,Active,No connections in last 3 months,NO,3124374776@uscc.net
613785,F615C8A0,10.56.57.36,,Systech 7310,Active,1/10/2018 8:20,NO,3124374794@uscc.net
613735,F615C88F,10.56.57.202,,Systech 7310,Active,No connections in last 3 months,NO,3124374805@uscc.net
613715,F615C8A6,10.56.57.66,,Systech 7310,Active,2/2/2018 13:03,NO,3124374813@uscc.net
613799,F615DAEF,10.56.57.139,,Systech 7310,Active,No connections in last 3 months,NO,3124374836@uscc.net
613753,F615DABD,10.56.57.115,,Systech 7310,Active,No connections in last 3 months,NO,3124374857@uscc.net
613776,F615DAD5,10.56.57.43,,Systech 7310,Active,No connections in last 3 months,NO,3124374893@uscc.net
613746,F615DADB,10.56.1.152,,Systech 7310,Active,No connections in last 3 months,NO,3124374901@uscc.net
613940,F615C2E1,10.56.57.46,,Systech 7310,Active,No connections in last 3 months,NO,3124374969@uscc.net
613919,F615C2B4,10.56.57.131,,Systech 7310,Active,No connections in last 3 months,NO,3124374972@uscc.net
613824,F615C2EE,10.56.1.122,,Systech 7310,Active,No connections in last 3 months,NO,6463423614@tsp17.sprintpcs.com
613942,F615C3B2,10.56.57.243,,Systech 7310,Active,No connections in last 3 months,NO,3124374989@uscc.net
613931,F615C3A8,10.56.57.235,,Systech 7310,Active,No connections in last 3 months,NO,3124374992@uscc.net
613935,F615C858,10.56.57.244,,Systech 7310,Active,No connections in last 3 months,NO,3124375017@uscc.net
613926,F615C870,10.56.57.51,,Systech 7310,Active,No connections in last 3 months,NO,3124375035@uscc.net
613933,F615C880,10.56.57.76,,Systech 7310,Active,No connections in last 3 months,NO,3124375038@uscc.net
613548,F615C4F6,10.56.57.215,,Systech 7310,Active,No connections in last 3 months,NO,3124375063@uscc.net
613577,F615C4EA,10.56.1.141,,Systech 7310,Active,No connections in last 3 months,NO,3124375069@uscc.net
613541,F615C503,10.56.57.88,,Systech 7310,Active,No connections in last 3 months,NO,3124375104@uscc.net
613611,F615C514,10.56.57.195,,Systech 7310,Active,No connections in last 3 months,NO,3124375122@uscc.net
613563,F615C51D,10.56.1.137,,Systech 7310,Active,No connections in last 3 months,NO,3124375123@uscc.net
613580,F615C520,10.56.1.148,,Systech 7310,Active,No connections in last 3 months,NO,3124375124@uscc.net
613610,F615C528,10.56.57.147,,Systech 7310,Active,No connections in last 3 months,NO,3124375145@uscc.net
613609,F615C52E,10.56.57.100,,Systech 7310,Active,No connections in last 3 months,NO,3124375147@uscc.net
613561,F615DAA9,10.56.57.39,,Systech 7310,Active,No connections in last 3 months,NO,3124375157@uscc.net
613517,F615DAAA,10.56.1.124,,Systech 7310,Active,No connections in last 3 months,NO,3124375158@uscc.net
614171,F615C64A,10.56.57.153,,Systech 7310,Active,No connections in last 3 months,NO,3124375258@uscc.net
613902,F615C4E6,10.56.1.134,,Systech 7310,Active,No connections in last 3 months,NO,3124375305@uscc.net
613849,F615C58D,10.56.1.98,,Systech 7310,Active,No connections in last 3 months,NO,3124375312@uscc.net
613915,F615C5B9,10.56.57.97,,Systech 7310,Active,No connections in last 3 months,NO,3124375339@uscc.net
613895,F615C636,10.56.57.160,,Systech 7310,Active,2/27/2018 15:41,NO,3124375375@uscc.net
613904,F615C6FD,10.56.57.161,,Systech 7310,Active,No connections in last 3 months,NO,3124375401@uscc.net
613826,F615C735,10.56.57.185,,Systech 7310,Active,No connections in last 3 months,NO,3124375408@uscc.net
614265,F615DAF7,10.56.57.216,,Systech 7310,Active,No connections in last 3 months,NO,3124375414@uscc.net
613701,F615C69B,10.56.57.55,,Systech 7310,Active,No connections in last 3 months,NO,3123883364@uscc.net
613642,F615C6A5,10.56.57.176,,Systech 7310,Active,No connections in last 3 months,NO,3122170549@uscc.net
613643,F615C6BB,10.56.57.75,,Systech 7310,Active,No connections in last 3 months,NO,3122170561@uscc.net
613631,F615C6B4,10.56.57.77,,Systech 7310,Active,No connections in last 3 months,NO,3122173623@uscc.net
613655,F615C6A6,10.56.57.38,,Systech 7310,Active,No connections in last 3 months,NO,3122173812@uscc.net
613627,F615C6C0,10.56.57.152,,Systech 7310,Active,No connections in last 3 months,NO,3122173897@uscc.net
613634,F615C6B9,10.56.1.154,,Systech 7310,Active,No connections in last 3 months,NO,3122176349@uscc.net
613801,F615C6BC,10.56.57.130,,Systech 7310,Active,No connections in last 3 months,NO,3122176527@uscc.net
613679,F615C6BF,10.56.57.194,,Systech 7310,Active,No connections in last 3 months,NO,3122176538@uscc.net
613624,F615C743,10.56.57.117,,Systech 7310,Active,No connections in last 3 months,NO,3128542022@uscc.net
613693,F615C6D7,10.56.57.201,,Systech 7310,Active,No connections in last 3 months,NO,3125460344@uscc.net
613649,F615C70C,10.56.57.129,,Systech 7310,Active,No connections in last 3 months,NO,3125460337@uscc.net
613639,F615C75C,10.56.57.33,,Systech 7310,Active,No connections in last 3 months,NO,3125460334@uscc.net
